age_group,country,first_trip_tz,ID,info_source,main_activity,most_impressing,Sum of night_mainland,Sum of night_zanzibar,package_accomodation,package_food,package_guided_tour,package_insurance,package_sightseeing,package_transport_int,package_transport_tz,payment_mode,purpose,Sum of total_cost,Sum of Total_days,Sum of total_female,Sum of total_male,Sum of Total_tourists,tour_arrangement,travel_with
1-24,GERMANY,Yes,tour_3800,"Friends, relatives",Hunting tourism,"Wonderful Country, Landscape, Nature",7,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,3362900,7,1,0,1,Independent,Alone
1-24,GERMANY,Yes,tour_3972,"Travel, agent, tour operator",Wildlife tourism,Friendly People,5,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,23453625,5,2,2,4,Package Tour,Uknown
1-24,GERMANY,Yes,tour_4077,others,Cultural tourism,"Wonderful Country, Landscape, Nature",4,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,300000,4,2,2,4,Independent,Friends/Relatives
1-24,GERMANY,Yes,tour_4114,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,3,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,6691327.5,10,1,0,1,Package Tour,Alone
1-24,GERMANY,Yes,tour_4461,"Friends, relatives",Cultural tourism,No comments,4,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,656200,4,2,2,4,Independent,Friends/Relatives
1-24,GERMANY,Yes,tour_4758,"Travel, agent, tour operator",Beach tourism, Wildlife,0,6,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,1361598,6,1,1,2,Package Tour,Spouse
1-24,GERMANY,Yes,tour_4842,others,Beach tourism,No comments,1,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,567332.5,8,1,0,1,Independent,Alone
1-24,GERMANY,Yes,tour_5300,"Travel, agent, tour operator",Wildlife tourism,Good service,7,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,775540,13,1,0,1,Independent,Alone
1-24,GERMANY,Yes,tour_5776,"Travel, agent, tour operator",Beach tourism,Friendly People,0,7,No,No,No,No,No,Yes,No,Cash,Leisure and Holidays,16793042,7,1,1,2,Package Tour,Spouse
1-24,GERMANY,Yes,tour_6093,"Radio, TV, Web",Wildlife tourism,No comments,21,0,No,No,No,No,No,No,No,Cash,Volunteering,3315000,21,0,1,1,Independent,Uknown
1-24,GERMANY,Yes,tour_706,"Travel, agent, tour operator",Cultural tourism,Friendly People,10,0,Yes,No,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,11300000,10,11,9,20,Package Tour,Friends/Relatives
1-24,GERMANY,Yes,tour_743,"Friends, relatives",Conference tourism,No comments,26,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4538660,30,0,1,1,Independent,Uknown
1-24,GERMANY,Yes,tour_854,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",40,6,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,7942655,46,1,0,1,Independent,Alone
1-24,GERMANY,Yes,tour_953,"Travel, agent, tour operator",Cultural tourism,No comments,20,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3403995,20,1,1,2,Independent,Friends/Relatives
1-24,GERMANY,Yes,tour_991,"Newspaper, magazines,brochures",Beach tourism,No comments,12,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,331500,19,2,0,2,Independent,Friends/Relatives
1-24,GREECE,Yes,tour_6147,"Friends, relatives",Hunting tourism, Wildlife,7,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,845325,7,0,1,1,Independent,Alone
1-24,INDIA,No,tour_4387,"Friends, relatives",Beach tourism, Wildlife,23,14,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,5801250,37,0,1,1,Independent,Alone
1-24,INDIA,No,tour_628,Trade fair,Beach tourism,Good service,145,0,No,No,No,No,No,No,No,Cash,Business,1657500,145,0,1,1,Independent,Alone
1-24,INDIA,Yes,tour_1455,"Friends, relatives",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,911625,5,0,1,1,Independent,Uknown
1-24,IRELAND,No,tour_4946,"Friends, relatives",Beach tourism, Wildlife,0,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,10773750,5,3,1,4,Package Tour,Spouse and Children
1-24,IRELAND,Yes,tour_1030,others,Wildlife tourism,Friendly People,20,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,5673325,26,1,1,2,Independent,Friends/Relatives
1-24,IRELAND,Yes,tour_2529,"Travel, agent, tour operator",Wildlife tourism,Friendly People,12,0,Yes,No,Yes,No,Yes,Yes,Yes,Cash,Volunteering,3987945,12,1,0,1,Package Tour,Uknown
1-24,IRELAND,Yes,tour_2965,"Friends, relatives",Cultural tourism,Good service,30,0,No,No,No,No,No,No,No,Cash,Volunteering,3403995,30,1,0,1,Independent,Alone
1-24,IRELAND,Yes,tour_4771,"Friends, relatives",Wildlife tourism,Good service,14,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,1657500,14,2,0,2,Package Tour,Friends/Relatives
1-24,IRELAND,Yes,tour_5826,"Travel, agent, tour operator",Cultural tourism,Friendly People,12,0,Yes,Yes,No,No,No,Yes,Yes,Cash,Volunteering,3679650,12,0,1,1,Package Tour,Uknown
1-24,ISRAEL,Yes,tour_2186,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,13,3,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2320500,16,1,1,2,Independent,Friends/Relatives
1-24,ISRAEL,Yes,tour_2559,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,13,3,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4044300,16,1,1,2,Independent,Friends/Relatives
1-24,ISRAEL,Yes,tour_2996,"Friends, relatives",Cultural tourism,"Wonderful Country, Landscape, Nature",36,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,765000,36,1,0,1,Independent,Alone
1-24,ISRAEL,Yes,tour_3156,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,397800,6,1,0,1,Package Tour,Alone
1-24,ISRAEL,Yes,tour_6208,others,Cultural tourism,Good service,19,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1243125,19,1,0,1,Independent,Uknown
1-24,ITALY,No,tour_1412,Tanzania Mission Abroad,Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4538660,3,1,3,4,Independent,Friends/Relatives
1-24,ITALY,No,tour_2602,"Friends, relatives",Beach tourism, Wildlife,21,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,600000,21,0,1,1,Independent,Uknown
1-24,ITALY,No,tour_3576,"Travel, agent, tour operator",Beach tourism,Friendly People,0,14,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,13729446.5,14,1,1,2,Package Tour,Spouse
1-24,ITALY,No,tour_3961,others,Cultural tourism,No comments,5,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,505000,5,2,2,4,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_1551,"Friends, relatives",Cultural tourism,Excellent Experience,20,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1248131.5,20,1,0,1,Independent,Alone
1-24,ITALY,Yes,tour_1665,"Friends, relatives",Hunting tourism,Friendly People,9,0,Yes,Yes,No,No,No,No,No,Cash,Volunteering,3095366.12,9,1,0,1,Package Tour,Alone
1-24,ITALY,Yes,tour_1678,"Friends, relatives",Wildlife tourism,No comments,15,0,No,No,No,No,No,No,No,Cash,Volunteering,9077320,15,1,4,5,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_1947,"Travel, agent, tour operator",Conference tourism,Friendly People,9,3,No,No,No,No,No,No,No,Cash,Leisure and Holidays,11573583,12,1,1,2,Independent,Spouse
1-24,ITALY,Yes,tour_1973,"Friends, relatives",Cultural tourism,Good service,25,0,No,No,No,Yes,No,Yes,No,Cash,Leisure and Holidays,3154368.7,25,0,2,2,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_2212,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,6132750,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_2633,"Newspaper, magazines,brochures",Beach tourism,No comments,0,25,No,No,No,No,No,No,No,Cash,Leisure and Holidays,13615980,25,4,2,6,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_2661,"Friends, relatives",Cultural tourism,Good service,30,0,No,No,No,No,No,No,No,Cash,Volunteering,9077320,30,1,0,1,Independent,Alone
1-24,ITALY,Yes,tour_3159,"Travel, agent, tour operator",Beach tourism,Excellent Experience,0,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Leisure and Holidays,1326000,10,2,2,4,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_3226,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,9077320,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_3503,"Travel, agent, tour operator",business,Friendly People,0,7,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,10442250,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_3607,"Travel, agent, tour operator",Beach tourism, Wildlife,0,7,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,6298500,7,1,1,2,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_3633,"Travel, agent, tour operator",Beach tourism,No comments,0,13,Yes,Yes,No,Yes,No,Yes,No,Cash,Leisure and Holidays,1361598,13,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_3892,"Friends, relatives",Beach tourism,No comments,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,5822797.5,7,1,1,2,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_3927,"Newspaper, magazines,brochures",Beach tourism, Wildlife,3,11,No,No,No,No,No,No,No,Cash,Leisure and Holidays,5022225,14,1,1,2,Independent,Spouse
1-24,ITALY,Yes,tour_3943,"Friends, relatives",Cultural tourism, Wildlife,10,10,Yes,Yes,No,No,No,No,Yes,Cash,Volunteering,2569125,20,1,0,1,Package Tour,Alone
1-24,ITALY,Yes,tour_4053,"Travel, agent, tour operator",business,Excellent Experience,0,7,Yes,Yes,No,No,Yes,Yes,No,Cash,Visiting Friends and Relatives,14750645,7,2,2,4,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_4087,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,5386875,5,0,1,1,Package Tour,Alone
1-24,ITALY,Yes,tour_4230,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,6581057,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_4419,"Travel, agent, tour operator",Beach tourism, Wildlife,0,14,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,8827693.7,14,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_4462,"Travel, agent, tour operator",Beach tourism,"Wonderful Country, Landscape, Nature",0,7,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,1588531,7,2,2,4,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_4886,"Newspaper, magazines,brochures",Beach tourism,No comments,0,2,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6630000,2,1,1,2,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_4986,"Travel, agent, tour operator",Beach tourism,"Wonderful Country, Landscape, Nature",0,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,8373827.7,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_5172,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,No,No,No,No,Yes,Cash,Leisure and Holidays,4972500,7,1,1,2,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_5228,"Travel, agent, tour operator",Beach tourism,Friendly People,7,0,Yes,Yes,No,No,No,No,Yes,Cash,Leisure and Holidays,6961500,7,1,1,2,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_5230,"Travel, agent, tour operator",Wildlife tourism,No comments,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,6464250,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_5357,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,8668840.6,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_5480,"Travel, agent, tour operator",Beach tourism, Wildlife,0,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1657500,6,1,1,2,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_5771,"Friends, relatives",Beach tourism,Excellent Experience,7,0,Yes,Yes,No,No,No,No,Yes,Cash,Leisure and Holidays,6143076.31,7,1,1,2,Package Tour,Friends/Relatives
1-24,ITALY,Yes,tour_5785,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,6298500,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_5891,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,10665851,7,1,1,2,Package Tour,Spouse
1-24,ITALY,Yes,tour_5920,others,Wildlife tourism,"Wonderful Country, Landscape, Nature",17,2,No,No,No,No,No,No,No,Cash,Leisure and Holidays,5635500,19,1,1,2,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_5966,"Travel, agent, tour operator",Beach tourism,"Wonderful Country, Landscape, Nature",0,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2817750,6,1,1,2,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_6130,"Travel, agent, tour operator",Cultural tourism,No comments,26,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1361598,26,0,1,1,Independent,Alone
1-24,ITALY,Yes,tour_6410,"Travel, agent, tour operator",Cultural tourism,No comments,26,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2269330,26,0,2,2,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_712,"Friends, relatives",Cultural tourism,No comments,6,0,No,No,No,No,No,No,No,Cash,Volunteering,5446392,6,1,2,3,Independent,Friends/Relatives
1-24,ITALY,Yes,tour_974,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",16,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3315000,16,1,3,4,Independent,Spouse and Children
1-24,JAPAN,No,tour_3885,"Friends, relatives",Conference tourism,Good service,9,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2257056,9,0,1,1,Independent,Alone
1-24,JAPAN,Yes,tour_2542,"Travel, agent, tour operator",Beach tourism,No comments,0,2,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,2486250,2,1,1,2,Independent,Spouse
1-24,JAPAN,Yes,tour_2741,"Travel, agent, tour operator",Wildlife tourism,No comments,5,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3315000,5,2,0,2,Independent,Friends/Relatives
1-24,JAPAN,Yes,tour_3086,"Friends, relatives",Cultural tourism, Wildlife,7,3,No,No,No,No,No,No,No,Credit Card,Visiting Friends and Relatives,6376464,10,1,0,1,Independent,Alone
1-24,JAPAN,Yes,tour_3088,others,Hunting tourism,Friendly People,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3089,others,Hunting tourism,Good service,3,0,Yes,Yes,No,No,No,No,No,Cash,Scientific and Academic,314925,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3495,others,Hunting tourism,Good service,3,0,Yes,Yes,No,No,Yes,No,No,Cash,Scientific and Academic,314925,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3498,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3499,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_365,"Travel, agent, tour operator",Cultural tourism,No comments,20,0,No,No,No,No,No,No,No,Cash,Volunteering,2420000,20,0,1,1,Independent,Alone
1-24,JAPAN,Yes,tour_3948,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,977925,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3964,others,Hunting tourism,"Wonderful Country, Landscape, Nature",3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3979,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,3,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,4259775,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_3985,"Travel, agent, tour operator",Wildlife tourism,Friendly People,3,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,4233255,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_4400,"Travel, agent, tour operator",Wildlife tourism, Wildlife,3,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,2734875,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_4871,others,Hunting tourism, Wildlife,3,0,Yes,Yes,No,No,Yes,No,No,Cash,Scientific and Academic,314925,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_5158,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,3,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,4259775,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_5351,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_5722,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,3,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,4259775,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_5728,others,Hunting tourism,Excellent Experience,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Other,348075,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_5918,others,Hunting tourism,"Wonderful Country, Landscape, Nature",3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_5935,"Friends, relatives",Wildlife tourism, Wildlife,9,3,No,No,No,No,No,No,No,Cash,Leisure and Holidays,49725,12,1,0,1,Independent,Alone
1-24,JAPAN,Yes,tour_6017,"Travel, agent, tour operator",Wildlife tourism,Friendly People,3,0,Yes,Yes,Yes,No,No,No,Yes,Cash,Leisure and Holidays,4259775,3,0,1,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_6040,others,Hunting tourism,"Wonderful Country, Landscape, Nature",3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,348075,3,1,0,1,Package Tour,Uknown
1-24,JAPAN,Yes,tour_6043,"Travel, agent, tour operator",Conference tourism,Good service,11,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2486250,15,0,1,1,Independent,Alone
1-24,KENYA,No,tour_2543,"Friends, relatives",business,Friendly People,4,4,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,530000,8,0,1,1,Independent,Uknown
1-24,KENYA,No,tour_3437,"Friends, relatives",Wildlife tourism,Friendly People,3,7,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1768552.5,10,0,1,1,Independent,Alone
1-24,KENYA,No,tour_3556,"Friends, relatives",Hunting tourism,No comments,15,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,300000,15,0,1,1,Independent,Alone
1-24,KENYA,No,tour_3566,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,130000,3,0,1,1,Independent,Alone
1-24,KENYA,No,tour_3628,"Friends, relatives",Hunting tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,660660,3,0,1,1,Independent,Uknown
1-24,KENYA,No,tour_4472,"Friends, relatives",Cultural tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,215186.4,7,0,1,1,Independent,Uknown
1-24,KENYA,No,tour_5058,"Friends, relatives",Wildlife tourism,Excellent Experience,1,0,No,No,No,No,No,No,No,Cash,Business,141570,1,1,0,1,Independent,Alone
1-24,KENYA,No,tour_5092,"Friends, relatives",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,115000,2,0,1,1,Independent,Alone
1-24,KENYA,No,tour_5626,"Friends, relatives",Beach tourism,Friendly People,10,0,No,No,No,No,No,No,No,Cash,Scientific and Academic,2154750,10,0,1,1,Independent,Alone
1-24,KENYA,No,tour_6470,others,Hunting tourism,Friendly People,14,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,560000,14,0,1,1,Independent,Alone
1-24,KENYA,Yes,tour_3022,"Friends, relatives",Beach tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,314925,3,0,1,1,Independent,Uknown
1-24,KENYA,Yes,tour_3111,"Friends, relatives",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,547404,2,11,0,11,Independent,Uknown
1-24,KENYA,Yes,tour_3493,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,182325,3,0,1,1,Package Tour,Uknown
1-24,KENYA,Yes,tour_3612,others,Hunting tourism,Friendly People,3,0,Yes,Yes,No,No,No,No,No,Cash,Scientific and Academic,2403375,3,1,0,1,Package Tour,Alone
1-24,KENYA,Yes,tour_3886,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,No,Cash,Scientific and Academic,314925,3,1,0,1,Package Tour,Uknown
1-24,KENYA,Yes,tour_3967,"Newspaper, magazines,brochures",Mountain climbing,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,188760,2,0,1,1,Independent,Alone
1-24,KENYA,Yes,tour_4870,others,Hunting tourism,Good service,3,0,Yes,Yes,Yes,No,No,No,Yes,Cash,Scientific and Academic,82875,3,1,0,1,Package Tour,Uknown
1-24,KENYA,Yes,tour_5270,"Newspaper, magazines,brochures",Cultural tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,260000,2,0,1,1,Independent,Alone
1-24,KENYA,Yes,tour_57,"Friends, relatives",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,90000,3,1,0,1,Independent,Uknown
1-24,KENYA,Yes,tour_5970,"Friends, relatives",Beach tourism, Wildlife,1,2,No,No,No,No,No,No,No,Cash,Leisure and Holidays,994500,3,1,1,2,Independent,Spouse
1-24,KOREA,Yes,tour_3703,Tanzania Mission Abroad,Conference tourism, Wildlife,10,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,1160250,12,1,12,13,Package Tour,Friends/Relatives
1-24,KOREA,Yes,tour_4972,others,Wildlife tourism, Wildlife,10,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,770000,10,0,1,1,Independent,Alone
1-24,KOREA,Yes,tour_967,"Friends, relatives",Beach tourism, Wildlife,30,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2154750,30,0,1,1,Independent,Alone
1-24,LATVIA,Yes,tour_2944,others,Wildlife tourism,Friendly People,11,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,182325,11,1,0,1,Independent,Uknown
1-24,MALAWI,No,tour_242,"Friends, relatives",Beach tourism,Excellent Experience,6,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,400000,6,0,2,2,Independent,Friends/Relatives
